card_id,user_id,card_brand,card_type,expires,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
1217,962,Mastercard,Debit,7/22/2024,YES,2,9141,2/10/2024,2011,No
5966,1407,Mastercard,Debit,5/21/2024,YES,2,14733,12/9/2024,2011,No
5384,1407,Visa,Debit,8/23/2024,YES,1,15814,11/2/2024,2010,No
2313,1407,Mastercard,Debit,5/21/2024,YES,1,20816,3/13/2024,2013,No
4695,1407,Visa,Credit,2/14/2024,YES,2,8500,9/8/2024,2010,No
4471,1015,Mastercard,Debit,7/21/2024,YES,1,35493,8/18/2024,2018,No
5271,1015,Mastercard,Debit,7/20/2024,YES,2,58311,10/13/2024,2013,No
1636,1015,Mastercard,Credit,9/23/2024,YES,1,24700,2/20/2024,2020,No
198,1015,Mastercard,Debit,10/24/2024,YES,2,66779,1/9/2024,2011,No
1113,1015,Mastercard,Debit (Prepaid),2/24/2024,YES,1,58,2/7/2024,2012,No
2211,1456,Discover,Credit,8/23/2024,YES,2,7400,3/9/2024,2017,No
5935,1456,Mastercard,Debit,10/20/2024,YES,2,11310,12/8/2024,2012,No
1273,1456,Mastercard,Credit,8/19/2024,NO,2,7200,2/11/2024,2011,No
2251,1861,Mastercard,Debit,4/22/2024,NO,1,28352,3/10/2024,2012,No
2993,1861,Amex,Credit,6/16/2024,YES,2,10000,5/9/2024,2011,No
4898,1861,Mastercard,Debit,2/24/2024,YES,1,32325,9/16/2024,2016,No
4025,1861,Mastercard,Debit,5/18/2024,YES,2,22405,7/14/2024,2014,No
3374,1861,Amex,Credit,1/21/2024,YES,1,17300,6/8/2024,2013,No
605,161,Mastercard,Debit,7/20/2024,YES,1,11163,1/20/2024,2020,No
3096,161,Mastercard,Debit,2/24/2024,YES,1,13612,5/11/2024,2011,No
5588,161,Visa,Debit,12/16/2024,YES,1,11168,11/9/2024,2009,No
843,263,Visa,Credit,3/20/2024,NO,2,6200,1/20/2024,2020,No
2567,263,Mastercard,Debit (Prepaid),5/19/2024,YES,1,61,4/8/2024,2009,No
1392,263,Mastercard,Debit,2/20/2024,YES,1,12103,2/19/2024,2019,No
2994,1389,Discover,Credit,8/22/2024,YES,2,7900,5/9/2024,2010,No
2301,1389,Mastercard,Debit,6/16/2024,YES,1,11408,3/12/2024,2012,No
4779,1707,Mastercard,Debit,7/21/2024,YES,1,22362,9/10/2024,2014,No
1902,1374,Visa,Debit,9/20/2024,YES,1,14993,2/20/2024,2020,No
1413,1374,Amex,Credit,4/24/2024,NO,2,8300,2/20/2024,2020,No
5967,1855,Mastercard,Debit,12/21/2024,YES,1,29716,12/9/2024,2011,No
4304,1855,Visa,Debit,10/9/2024,YES,1,19258,8/9/2024,2011,No
3021,1855,Visa,Credit,8/20/2024,YES,3,13400,5/9/2024,2011,No
1903,1855,Visa,Credit,9/22/2024,YES,2,17100,2/20/2024,2020,No
1904,867,Visa,Debit,9/22/2024,YES,2,16736,2/20/2024,2020,No
606,867,Mastercard,Debit,9/21/2024,YES,1,10196,1/20/2024,2020,No
4564,274,Visa,Debit,9/14/2024,YES,1,20961,9/4/2024,2010,No
2841,274,Mastercard,Credit,2/23/2024,YES,2,10500,5/3/2024,2016,No
309,274,Amex,Credit,10/23/2024,YES,2,16500,1/13/2024,2013,No
3184,1552,Visa,Credit,8/16/2024,YES,2,11300,5/16/2024,2016,No
1380,1552,Mastercard,Debit,12/21/2024,YES,1,13866,2/18/2024,2018,No
1218,1552,Mastercard,Debit,5/21/2024,YES,2,14913,2/10/2024,2010,No
1448,635,Discover,Credit,10/22/2024,YES,1,6100,2/20/2024,2020,No
5218,1526,Visa,Debit,11/12/2024,NO,1,3728,10/10/2024,2010,No
3664,1526,Discover,Credit,10/24/2024,YES,1,7400,7/1/2024,2007,No
4722,1526,Mastercard,Debit (Prepaid),10/20/2024,YES,1,77,9/9/2024,2009,No
2100,1526,Visa,Debit,2/21/2024,YES,1,12299,3/5/2024,2007,No
248,319,Visa,Credit,3/21/2024,YES,2,6800,1/10/2024,2010,No
844,319,Visa,Debit (Prepaid),2/22/2024,YES,1,77,1/20/2024,2020,No
3425,740,Mastercard,Debit,1/17/2024,YES,2,2172,6/9/2024,2017,No
607,740,Mastercard,Debit,4/21/2024,YES,1,8661,1/20/2024,2020,No
845,740,Visa,Debit,3/23/2024,YES,2,4009,1/20/2024,2020,No
1414,965,Amex,Credit,12/20/2024,YES,1,11200,2/20/2024,2020,No
846,965,Visa,Debit,12/21/2024,YES,2,16479,1/20/2024,2020,No
5674,1421,Mastercard,Debit (Prepaid),6/22/2024,YES,1,65,11/12/2024,2012,No
3550,1421,Mastercard,Debit,7/21/2024,YES,1,17993,6/12/2024,2012,No
5833,1538,Mastercard,Debit,4/11/2024,YES,2,16398,12/5/2024,2005,No
3206,1538,Mastercard,Debit,10/21/2024,YES,2,21284,6/1/1998,2016,No
3599,1101,Visa,Debit,9/21/2024,NO,2,13022,6/15/2024,2015,No
1905,1101,Visa,Credit,11/20/2024,YES,1,8500,2/20/2024,2020,No
3448,92,Visa,Debit,6/24/2024,YES,1,34123,6/9/2024,2009,No
2802,92,Mastercard,Debit,10/13/2024,YES,1,25670,5/1/1999,2010,No
2803,92,Mastercard,Credit,7/20/2024,YES,1,9000,5/1/1999,2012,No
5947,92,Visa,Debit,9/23/2024,YES,2,8280,12/8/2024,2017,No
5183,125,Amex,Credit,1/21/2024,YES,2,6400,10/10/2024,2011,No
5770,125,Mastercard,Debit,8/22/2024,YES,2,9741,12/1/2024,2010,No
2023,125,Mastercard,Debit,6/23/2024,YES,2,1326,3/1/2024,2011,No
4931,125,Discover,Credit,10/22/2024,YES,2,3600,10/1/1998,2005,No
2120,125,Mastercard,Credit,5/22/2024,YES,1,5500,3/6/2024,2012,No
2225,449,Mastercard,Debit,10/20/2024,YES,2,16675,3/9/2024,2009,No
351,449,Visa,Debit,5/21/2024,YES,2,21594,1/15/2024,2015,No
3559,449,Visa,Debit,2/20/2024,YES,1,14277,6/12/2024,2012,No
2738,449,Visa,Debit,9/21/2024,YES,2,13368,4/14/2024,2014,No
5894,449,Mastercard,Credit,5/20/2024,YES,1,12700,12/7/2024,2016,No
3214,1173,Amex,Credit,5/15/2024,YES,1,11200,6/1/2000,2013,No
4696,1173,Visa,Debit,6/24/2024,YES,1,1342,9/8/2024,2008,No
2986,1173,Visa,Credit,5/24/2024,YES,2,8700,5/8/2024,2009,No
2388,1173,Visa,Debit (Prepaid),6/19/2024,YES,2,75,3/19/2024,2019,No
1033,1173,Mastercard,Debit,10/21/2024,YES,1,35062,2/4/2024,2011,No
4480,1173,Mastercard,Debit,2/20/2024,YES,2,17503,8/19/2024,2019,No
5662,1173,Visa,Credit,10/21/2024,YES,1,16900,11/11/2024,2011,No
5197,1810,Mastercard,Credit,1/23/2024,NO,2,9000,10/10/2024,2010,No
4839,1810,Visa,Credit,4/24/2024,YES,2,9800,9/12/2024,2012,No
5936,1810,Mastercard,Credit,12/23/2024,YES,1,10600,12/8/2024,2009,No
2323,1810,Visa,Credit,8/20/2024,YES,1,7200,3/13/2024,2013,No
3339,1810,Amex,Credit,11/23/2024,YES,2,7900,6/7/2024,2017,No
3522,1843,Mastercard,Debit,2/20/2024,YES,2,12189,6/11/2024,2011,No
5752,1843,Amex,Credit,9/21/2024,NO,1,12300,12/1/1997,2009,No
249,1843,Visa,Debit,6/22/2024,YES,2,8702,1/10/2024,2014,No
4553,1843,Mastercard,Debit,12/22/2024,YES,2,10638,9/4/2024,2010,No
961,1843,Amex,Credit,11/20/2024,YES,2,5800,2/1/1998,2010,No
2033,1843,Mastercard,Credit,9/20/2024,YES,1,13200,3/2/2024,2018,No
5834,1843,Mastercard,Credit,10/21/2024,YES,2,4800,12/5/2024,2009,No
4408,1578,Mastercard,Credit,11/20/2024,YES,2,6800,8/13/2024,2013,No
5331,1578,Visa,Debit (Prepaid),4/20/2024,YES,2,64,10/18/2024,2018,No
4343,658,Visa,Credit,9/11/2024,YES,1,5800,8/10/2024,2010,No
199,658,Mastercard,Debit,8/24/2024,YES,2,22742,1/9/2024,2009,No
1010,658,Amex,Credit,4/20/2024,YES,1,19300,2/3/2024,2013,No
5548,658,Visa,Credit,3/24/2024,YES,1,13800,11/8/2024,2008,No
2146,1858,Mastercard,Credit,12/22/2024,YES,2,8200,3/7/2024,2010,No
847,1663,Visa,Debit,8/21/2024,YES,2,840,1/20/2024,2020,No
5350,1503,Visa,Credit,2/23/2024,YES,2,12600,11/1/1996,2014,No
3476,1503,Mastercard,Debit,9/23/2024,YES,2,15552,6/10/2024,2014,No
4274,1503,Visa,Debit,8/22/2024,YES,1,5133,8/8/2024,2008,No
3772,1503,Mastercard,Debit,11/20/2024,YES,2,24049,7/6/2024,2013,No
1906,725,Visa,Debit,10/20/2024,YES,1,17382,2/20/2024,2020,No
1907,725,Visa,Debit,9/21/2024,NO,1,19483,2/20/2024,2020,No
5785,1671,Visa,Debit,7/20/2024,YES,2,2174,12/2/2024,2010,No
4430,1233,Mastercard,Debit,8/17/2024,YES,2,25301,8/14/2024,2014,No
4823,1233,Visa,Credit,9/12/2024,YES,2,11000,9/11/2024,2013,No
1449,1233,Discover,Credit,11/22/2024,YES,1,7100,2/20/2024,2020,No
4255,1271,Mastercard,Debit (Prepaid),10/8/2024,YES,2,57,8/8/2024,2008,No
3316,1271,Mastercard,Debit (Prepaid),11/16/2024,YES,2,33,6/6/2024,2013,No
1908,1271,Visa,Credit,3/24/2024,NO,1,10900,2/20/2024,2020,No
5099,473,Visa,Credit,10/21/2024,YES,2,7100,10/7/2024,2007,No
2696,473,Mastercard,Debit,2/22/2024,YES,1,10005,4/12/2024,2012,No
5663,1541,Visa,Debit,9/23/2024,YES,1,10627,11/11/2024,2011,No
228,1541,Mastercard,Debit,9/24/2024,NO,2,12157,1/10/2024,2019,No
4554,1541,Mastercard,Debit,3/8/2024,YES,1,60,9/4/2024,2009,No
3253,1541,Mastercard,Credit,12/20/2024,YES,2,10600,6/3/2024,2008,No
2307,1541,Visa,Debit,11/23/2024,YES,1,17383,3/12/2024,2012,No
3590,149,Mastercard,Credit,7/22/2024,YES,1,14200,6/15/2024,2015,No
1219,560,Mastercard,Debit,12/21/2024,NO,2,11620,2/10/2024,2010,No
144,560,Visa,Debit,1/20/2024,YES,2,16642,1/7/2024,2012,No
1371,560,Mastercard,Credit,5/20/2024,YES,1,6900,2/17/2024,2017,No
5065,560,Visa,Credit,9/7/2024,NO,2,12500,10/6/2024,2012,No
2185,1006,Mastercard,Debit,9/24/2024,YES,2,14814,3/8/2024,2008,No
3509,1006,Amex,Credit,9/21/2024,YES,1,10900,6/11/2024,2011,No
4723,1006,Mastercard,Debit,1/23/2024,YES,2,17253,9/9/2024,2011,No
4305,368,Visa,Debit,9/9/2024,YES,2,20756,8/9/2024,2009,No
371,368,Mastercard,Debit,2/20/2024,YES,2,22132,1/18/2024,2018,No
5566,368,Mastercard,Debit (Prepaid),7/10/2024,YES,2,63,11/9/2024,2009,No
2226,368,Mastercard,Credit,11/24/2024,YES,1,12100,3/9/2024,2010,No
3822,368,Visa,Debit (Prepaid),3/24/2024,YES,2,71,7/7/2024,2014,No
4463,368,Mastercard,Credit,6/20/2024,YES,2,13000,8/17/2024,2017,No
2408,1696,Mastercard,Debit,5/18/2024,YES,2,12047,4/1/2000,2008,No
180,416,Visa,Credit,10/20/2024,NO,2,14900,1/8/2024,2011,No
1220,416,Mastercard,Debit,11/22/2024,YES,2,14066,2/10/2024,2012,No
2883,416,Mastercard,Debit (Prepaid),9/21/2024,NO,2,60,5/5/2024,2013,No
2445,416,Mastercard,Debit,12/24/2024,YES,3,18242,4/3/2024,2011,No
2399,416,Mastercard,Debit,9/23/2024,YES,2,2041,4/1/1997,2012,No
4724,416,Mastercard,Debit (Prepaid),12/22/2024,YES,2,46,9/9/2024,2016,No
6031,51,Visa,Credit,7/20/2024,YES,1,12700,12/10/2024,2011,No
1637,51,Mastercard,Debit,2/20/2024,YES,1,27124,2/20/2024,2020,No
1450,51,Discover,Credit,5/23/2024,YES,2,6400,2/20/2024,2020,No
285,196,Visa,Credit,10/21/2024,YES,2,4300,1/11/2024,2011,No
5085,690,Mastercard,Debit,9/20/2024,YES,1,1993,10/7/2024,2015,No
2727,1477,Mastercard,Debit,2/20/2024,YES,2,18171,4/14/2024,2014,No
3747,1477,Visa,Debit,7/24/2024,YES,1,44314,7/5/2024,2008,No
4947,1477,Discover,Credit,11/22/2024,NO,1,12700,10/1/2024,2009,No
2676,260,Mastercard,Debit,7/19/2024,YES,1,21007,4/11/2024,2011,No
5119,260,Mastercard,Debit (Prepaid),7/17/2024,NO,1,65,10/8/2024,2009,No
323,260,Visa,Debit,12/21/2024,YES,1,13342,1/13/2024,2013,No
5895,857,Mastercard,Debit,9/21/2024,YES,2,10405,12/7/2024,2011,No
4739,1167,Visa,Credit,10/15/2024,YES,1,12500,9/9/2024,2009,No
2159,1167,Visa,Debit,1/22/2024,YES,2,19070,3/7/2024,2007,No
3666,1167,Mastercard,Debit,10/24/2024,YES,2,30950,7/1/2024,2006,No
3426,1358,Mastercard,Debit (Prepaid),5/20/2024,YES,1,80,6/9/2024,2012,No
1909,1358,Visa,Debit,10/23/2024,YES,1,26394,2/20/2024,2020,No
5736,1358,Mastercard,Debit (Prepaid),1/20/2024,YES,1,71,11/18/2024,2018,No
5135,1358,Visa,Debit (Prepaid),1/24/2024,YES,1,83,10/8/2024,2008,No
5368,1611,Mastercard,Debit,2/16/2024,YES,2,12132,11/1/2024,2014,No
1318,1611,Mastercard,Credit,11/15/2024,YES,2,1900,2/13/2024,2013,No
1252,734,Visa,Debit,11/21/2024,YES,2,5507,2/10/2024,2010,No
4990,734,Mastercard,Credit,7/20/2024,YES,2,6300,10/3/2024,2010,No
4671,1507,Mastercard,Debit,7/21/2024,YES,2,19573,9/8/2024,2015,No
5589,1507,Visa,Debit,1/21/2024,YES,2,29543,11/9/2024,2011,No
3449,1507,Visa,Debit,5/20/2024,NO,2,19171,6/9/2024,2013,No
4393,504,Mastercard,Debit (Prepaid),2/20/2024,YES,1,72,8/12/2024,2012,No
5280,504,Visa,Debit,4/14/2024,YES,1,11710,10/13/2024,2013,No
2263,524,Visa,Debit,12/24/2024,NO,2,24089,3/10/2024,2010,No
5240,525,Mastercard,Debit,12/24/2024,YES,1,15900,10/11/2024,2011,No
6004,525,Mastercard,Debit,1/24/2024,YES,1,11595,12/10/2024,2010,No
4811,525,Mastercard,Debit,2/20/2024,YES,2,13257,9/11/2024,2011,No
4740,250,Visa,Credit,2/14/2024,NO,2,7200,9/9/2024,2009,No
2793,250,Mastercard,Credit,4/17/2024,YES,1,8200,5/1/1997,2007,No
5136,250,Visa,Debit,4/24/2024,YES,2,11678,10/8/2024,2014,No
4940,250,Mastercard,Debit (Prepaid),12/20/2024,YES,1,57,10/1/1999,2017,No
3971,250,Mastercard,Debit,11/11/2024,YES,1,10412,7/11/2024,2017,No
2914,250,Visa,Debit,1/23/2024,YES,1,7808,5/6/2024,2009,No
1332,479,Visa,Debit,10/22/2024,YES,2,43767,2/13/2024,2013,No
2186,479,Mastercard,Credit,9/21/2024,YES,1,16600,3/8/2024,2014,No
2436,479,Visa,Debit,1/21/2024,YES,2,3058,4/2/2024,2013,No
4189,343,Visa,Credit,8/24/2024,YES,1,11000,8/6/2024,2017,No
3582,343,Mastercard,Credit,7/18/2024,YES,1,10800,6/14/2024,2014,No
1288,343,Visa,Debit,4/14/2024,YES,2,38385,2/11/2024,2011,No
994,343,Visa,Debit,3/8/2024,NO,1,15277,2/1/2024,2011,No
3953,343,Visa,Debit,6/24/2024,YES,1,14625,7/10/2024,2010,No
2410,343,Visa,Credit,10/10/2024,NO,2,12400,4/1/2000,2007,No
1091,343,Mastercard,Debit,10/10/2024,YES,2,24943,2/6/2024,2012,No
3523,343,Mastercard,Credit,10/21/2024,YES,2,12300,6/11/2024,2011,No
1415,1196,Amex,Credit,2/20/2024,YES,2,10900,2/20/2024,2020,No
3637,1196,Visa,Debit,4/24/2024,YES,1,14623,6/18/2024,2018,No
4000,1196,Mastercard,Debit,6/21/2024,YES,2,15017,7/12/2024,2012,No
4542,1196,Visa,Credit,6/20/2024,YES,1,11100,9/3/2024,2011,No
2453,1530,Amex,Credit,4/23/2024,YES,1,400,4/4/2024,2009,No
52,1530,Mastercard,Credit,1/21/2024,YES,2,500,1/4/2024,2008,No
1179,1530,Mastercard,Credit,11/24/2024,YES,1,600,2/9/2024,2013,No
5322,1963,Mastercard,Debit,10/20/2024,YES,1,17220,10/17/2024,2017,No
5418,1963,Visa,Debit,6/20/2024,YES,1,29041,11/4/2024,2008,No
3317,1963,Mastercard,Debit,2/24/2024,YES,1,25297,6/6/2024,2006,No
1638,1963,Mastercard,Debit (Prepaid),5/20/2024,YES,1,71,2/20/2024,2020,No
6058,1963,Visa,Debit,2/23/2024,YES,1,21692,12/11/2024,2012,No
3364,1963,Visa,Debit,11/24/2024,YES,1,18384,6/7/2024,2009,No
4565,1963,Visa,Credit,12/23/2024,YES,1,20700,9/4/2024,2012,No
1381,764,Mastercard,Debit,11/21/2024,YES,1,20467,2/18/2024,2018,No
286,764,Visa,Debit,4/20/2024,YES,1,16109,1/11/2024,2011,No
3727,764,Amex,Credit,12/24/2024,YES,1,13900,7/5/2024,2012,No
1910,764,Visa,Credit,1/22/2024,YES,1,4400,2/20/2024,2020,No
2136,213,Amex,Credit,2/24/2024,YES,2,20400,3/7/2024,2010,No
5291,213,Mastercard,Debit,5/23/2024,YES,2,18074,10/14/2024,2014,No
1639,213,Mastercard,Debit,5/24/2024,YES,1,37778,2/20/2024,2020,No
4954,410,Mastercard,Debit,1/15/2024,YES,2,26822,10/1/2024,2007,No
2801,410,Visa,Credit,10/6/2024,YES,2,15000,5/1/1998,2008,No
1221,1685,Mastercard,Debit,2/23/2024,YES,1,8451,2/10/2024,2010,No
5613,1685,Mastercard,Debit (Prepaid),7/21/2024,YES,2,26,11/10/2024,2017,No
1253,225,Visa,Debit,12/20/2024,YES,1,20661,2/10/2024,2010,No
4382,225,Visa,Debit,8/18/2024,YES,2,16523,8/11/2024,2011,No
432,225,Discover,Credit,9/23/2024,YES,2,16600,1/20/2024,2020,No
4780,225,Mastercard,Credit,9/23/2024,YES,2,14300,9/10/2024,2010,No
608,1210,Mastercard,Debit,1/20/2024,YES,2,6824,1/20/2024,2020,No
4606,1210,Mastercard,Debit,7/23/2024,YES,1,10589,9/6/2024,2015,No
4846,1210,Amex,Credit,10/20/2024,YES,2,8600,9/13/2024,2013,No
3403,1210,Visa,Debit,12/20/2024,YES,1,26982,6/8/2024,2008,No
1911,1336,Visa,Credit,2/20/2024,YES,2,15000,2/20/2024,2020,No
5400,576,Amex,Credit,4/23/2024,YES,2,8100,11/4/2024,2011,No
5664,576,Visa,Debit,2/22/2024,YES,1,26471,11/11/2024,2011,No
4624,576,Visa,Debit,8/22/2024,NO,1,37656,9/6/2024,2010,No
5968,576,Mastercard,Debit,8/22/2024,YES,2,27947,12/9/2024,2011,No
3057,576,Mastercard,Debit,1/24/2024,YES,1,29465,5/10/2024,2010,No
3600,576,Visa,Debit,7/20/2024,YES,1,21070,6/15/2024,2015,No
2384,576,Mastercard,Debit,1/21/2024,YES,2,27537,3/19/2024,2019,No
4969,1677,Mastercard,Debit,4/22/2024,YES,2,13404,10/2/2024,2018,No
324,1677,Visa,Credit,10/24/2024,YES,2,2400,1/13/2024,2013,No
3080,1969,Visa,Debit,2/15/2024,YES,1,3016,5/10/2024,2011,No
5549,1969,Visa,Debit,10/20/2024,YES,2,32809,11/8/2024,2010,No
4934,1969,Mastercard,Debit,8/24/2024,YES,2,16519,10/1/1998,2015,No
4231,1969,Visa,Debit,12/16/2024,NO,2,28759,8/7/2024,2014,No
4981,1969,Discover,Credit,1/22/2024,YES,1,12300,10/3/2024,2010,No
4142,1431,Visa,Credit,3/12/2024,YES,2,4900,8/4/2024,2010,No
1912,558,Visa,Debit,7/24/2024,YES,1,8980,2/20/2024,2020,No
1640,558,Mastercard,Debit,2/20/2024,YES,1,3402,2/20/2024,2020,No
848,558,Visa,Credit,12/22/2024,YES,2,8800,1/20/2024,2020,No
1254,1482,Visa,Debit,10/21/2024,YES,2,34877,2/10/2024,2012,No
5017,1295,Visa,Credit,2/24/2024,YES,1,9900,10/4/2024,2014,No
3318,1295,Mastercard,Debit,5/20/2024,YES,2,11382,6/6/2024,2009,No
2949,1295,Visa,Credit,8/23/2024,YES,1,7500,5/7/2024,2009,No
609,1295,Mastercard,Debit (Prepaid),2/20/2024,YES,1,72,1/20/2024,2020,No
5567,1468,Mastercard,Debit,12/20/2024,YES,1,26764,11/9/2024,2014,No
3058,1468,Mastercard,Debit,10/10/2024,YES,1,32035,5/10/2024,2014,No
4854,538,Mastercard,Debit,12/14/2024,YES,1,11906,9/13/2024,2013,No
5441,538,Visa,Credit,6/20/2024,YES,2,7000,11/5/2024,2018,No
4161,538,Mastercard,Debit,12/14/2024,YES,2,6993,8/5/2024,2016,No
2396,538,Visa,Debit,3/13/2024,YES,2,1513,4/1/1994,2019,No
1319,748,Mastercard,Debit,6/22/2024,YES,1,18204,2/13/2024,2013,No
2763,748,Mastercard,Debit,1/17/2024,YES,1,20067,4/16/2024,2016,No
1067,748,Visa,Credit,12/20/2024,YES,1,14400,2/5/2024,2012,No
1641,1068,Mastercard,Debit,2/20/2024,YES,1,11355,2/20/2024,2020,No
5343,1068,Visa,Debit,7/23/2024,YES,1,10448,10/19/2024,2019,No
849,1068,Visa,Debit,12/24/2024,YES,1,11573,1/20/2024,2020,No
2967,41,Mastercard,Debit (Prepaid),5/21/2024,YES,1,83,5/8/2024,2011,No
3213,807,Visa,Debit,3/23/2024,NO,1,30903,6/1/1999,2008,No
4889,807,Visa,Debit (Prepaid),6/21/2024,YES,1,91,9/15/2024,2015,No
5299,807,Visa,Debit (Prepaid),6/20/2024,YES,1,62,10/14/2024,2014,No
2813,1430,Mastercard,Debit,12/24/2024,YES,2,1936,5/1/2024,2010,No
2074,1430,Visa,Credit,1/22/2024,YES,1,9100,3/4/2024,2010,No
4383,1430,Visa,Debit,1/21/2024,NO,2,25726,8/11/2024,2011,No
66,1430,Discover,Credit,3/20/2024,YES,1,12200,1/5/2024,2013,No
3987,1430,Visa,Credit,10/22/2024,YES,2,400,7/11/2024,2011,No
4110,1873,Mastercard,Debit,2/21/2024,YES,2,20042,8/2/2024,2006,No
4741,1873,Visa,Credit,7/16/2024,YES,1,7700,9/9/2024,2009,No
306,1873,Visa,Debit (Prepaid),12/24/2024,NO,2,60,1/12/2024,2012,No
1642,204,Mastercard,Debit,2/20/2024,YES,2,18725,2/20/2024,2020,No
1913,424,Visa,Credit,5/21/2024,YES,1,11100,2/20/2024,2020,No
610,424,Mastercard,Debit,6/22/2024,YES,2,38,1/20/2024,2020,No
5052,980,Mastercard,Debit,4/20/2024,YES,1,14185,10/6/2024,2006,No
181,980,Visa,Debit,8/11/2024,YES,1,16094,1/8/2024,2010,No
1643,980,Mastercard,Debit,7/21/2024,YES,1,26819,2/20/2024,2020,No
2454,980,Amex,Credit,10/21/2024,YES,2,14600,4/4/2024,2013,No
6059,980,Visa,Credit,2/21/2024,YES,2,5800,12/11/2024,2011,No
4855,980,Mastercard,Debit,4/16/2024,YES,1,16789,9/13/2024,2013,No
4409,980,Mastercard,Debit,9/20/2024,YES,1,14213,8/13/2024,2013,No
4919,1415,Visa,Credit,1/21/2024,YES,2,6400,9/18/2024,2018,No
850,600,Visa,Debit,4/20/2024,YES,1,18373,1/20/2024,2020,No
4328,652,Mastercard,Debit,12/24/2024,YES,1,16203,8/10/2024,2010,No
2502,652,Amex,Credit,12/23/2024,YES,2,16500,4/6/2024,2016,No
4293,652,Mastercard,Debit,7/23/2024,YES,1,19962,8/9/2024,2012,No
4607,652,Mastercard,Debit (Prepaid),2/20/2024,YES,2,52,9/6/2024,2011,No
1197,652,Visa,Debit,2/20/2024,YES,2,2045,2/9/2024,2014,No
1255,652,Visa,Debit,2/23/2024,YES,2,21607,2/10/2024,2018,No
5492,1129,Mastercard,Debit,1/15/2024,YES,2,18109,11/7/2024,2010,No
102,1129,Mastercard,Debit,5/20/2024,YES,1,14802,1/6/2024,2008,No
2677,1129,Mastercard,Credit,6/22/2024,YES,1,7600,4/11/2024,2011,No
5852,885,Discover,Credit,6/21/2024,YES,1,9000,12/6/2024,2006,No
5086,885,Mastercard,Debit (Prepaid),5/23/2024,YES,1,63,10/7/2024,2013,No
6005,885,Mastercard,Debit,11/22/2024,YES,2,7784,12/10/2024,2014,No
4256,1899,Mastercard,Debit,11/9/2024,YES,1,29761,8/8/2024,2010,No
5969,1899,Mastercard,Debit (Prepaid),4/23/2024,YES,1,64,12/9/2024,2011,No
3365,1369,Visa,Credit,11/20/2024,YES,2,9000,6/7/2024,2009,No
5792,1369,Mastercard,Debit,10/24/2024,YES,2,14716,12/3/2024,2012,No
3059,1057,Mastercard,Debit,9/15/2024,YES,1,23395,5/10/2024,2020,No
5464,1302,Mastercard,Debit,2/24/2024,YES,1,9883,11/6/2024,2010,No
3203,1302,Mastercard,Debit,2/20/2024,NO,1,8993,5/19/2024,2019,No
5632,1302,Visa,Credit,4/20/2024,YES,2,7900,11/10/2024,2015,No
3972,1302,Mastercard,Debit (Prepaid),10/22/2024,YES,2,13,7/11/2024,2014,No
3871,415,Visa,Credit,5/23/2024,YES,1,9400,7/8/2024,2012,No
5344,415,Visa,Credit,11/24/2024,YES,2,8000,10/19/2024,2019,No
3225,415,Mastercard,Debit,1/21/2024,YES,1,17527,6/1/2024,2005,No
6088,415,Mastercard,Debit,2/22/2024,YES,1,11818,12/13/2024,2013,No
2348,83,Visa,Credit,12/23/2024,YES,2,11600,3/15/2024,2015,No
851,1093,Visa,Credit,9/21/2024,YES,1,12600,1/20/2024,2020,No
5198,28,Mastercard,Debit,1/21/2024,NO,1,13896,10/10/2024,2010,No
2678,28,Mastercard,Credit,1/24/2024,YES,1,16400,4/11/2024,2011,No
2568,28,Mastercard,Debit,3/15/2024,YES,2,29717,4/8/2024,2008,No
852,28,Visa,Debit,4/24/2024,YES,1,17431,1/20/2024,2020,No
5529,33,Mastercard,Debit,3/22/2024,YES,2,11584,11/8/2024,2012,No
1357,33,Mastercard,Credit,7/16/2024,YES,2,9000,2/15/2024,2015,No
5120,33,Mastercard,Credit,2/20/2024,YES,1,7400,10/8/2024,2009,No
2252,33,Mastercard,Debit,9/17/2024,YES,2,13829,3/10/2024,2016,No
2404,33,Mastercard,Debit,4/24/2024,YES,2,4589,4/1/1999,2011,No
4742,1646,Visa,Credit,3/22/2024,YES,2,9000,9/9/2024,2011,No
5652,1646,Mastercard,Credit,5/22/2024,YES,2,9900,11/11/2024,2011,No
2276,1646,Mastercard,Debit,8/21/2024,YES,1,11153,3/11/2024,2011,No
5314,1646,Mastercard,Debit,4/18/2024,NO,1,10671,10/16/2024,2016,No
4045,1646,Mastercard,Debit,10/24/2024,NO,1,12470,7/16/2024,2016,No
1644,1847,Mastercard,Credit,3/23/2024,YES,2,8700,2/20/2024,2020,No
310,1152,Discover,Credit,4/24/2024,YES,1,7200,1/13/2024,2013,No
6080,134,Amex,Credit,4/21/2024,YES,2,4700,12/13/2024,2013,No
5991,134,Amex,Credit,7/12/2024,YES,2,10400,12/10/2024,2013,No
6120,134,Mastercard,Credit,8/22/2024,YES,1,9400,12/16/2024,2016,No
611,134,Mastercard,Debit,2/20/2024,YES,1,27290,1/20/2024,2020,No
853,188,Visa,Debit (Prepaid),1/20/2024,YES,1,68,1/20/2024,2020,No
854,188,Visa,Debit,5/20/2024,YES,2,41713,1/20/2024,2020,No
2242,220,Amex,Credit,3/23/2024,YES,1,17200,3/10/2024,2015,No
